"ID","longitude","latitude","x_proj","y_proj","richness_true","residuals","local_error_variance","abs_residual"
6281,146.5371571,-31.66586176,1362771.1000047,-3527558.09483724,19,-9.97865961208451,145.850207060533,9.97865961208451
6284,146.5464603,-31.6573602,1363747.56170439,-3526711.95266567,26,0.307701724571746,141.168962062942,0.307701724571746
6287,147.6484039,-31.37441165,1470427.38410448,-3507479.87000477,18,6.04916137444449,78.340965378251,6.04916137444449
6294,141.2529486,-33.04710898,857346.443257939,-3635454.26538428,13.06394529,-2.66479016251592,17.0323438977637,2.66479016251592
6295,141.2635009,-33.04793506,858315.785082444,-3635617.15228048,16.32993162,1.06909896066676,16.1949295872655,1.06909896066676
6296,141.2426749,-33.04627244,856402.934165624,-3635292.16007755,13.06394529,-3.70947333158212,27.1359588796551,3.70947333158212
6297,141.2632238,-32.98349448,858811.641963881,-3628435.70069404,17.96292478,4.05321588322281,12.3989898335754,4.05321588322281
6302,141.2243353,-33.04489056,854717.725501087,-3635015.38696476,11.43095213,-6.48650867670504,27.1441976826406,6.48650867670504
6305,141.221555,-33.01238632,854722.407619659,-3631375.35182999,13.88044188,-0.0192407864800046,26.2465145999398,0.0192407864800046
6307,151.7129756,-28.35095256,1901732.55915787,-3225388.57894362,30.26373149,-10.2947960381334,117.793438567333,10.2947960381334
6308,151.7037021,-28.37499644,1900430.68486447,-3227915.85244949,26.48076505,-12.328030725708,117.793438567333,12.328030725708
6312,147.8422404,-31.34925663,1488897.03447185,-3506929.66516999,13,0.502022242711273,49.6249612116115,0.502022242711273
6325,149.3490083,-30.41016082,1643916.04183686,-3421087.71997889,17,-4.37279869073334,119.213978627637,4.37279869073334
6331,150.679464,-29.79311558,1779194.28952162,-3370428.40230028,33,-6.40035771478135,146.557180555305,6.40035771478135
6337,150.6122593,-29.7928118,1772843.50911084,-3369460.44654238,13,-21.4463651317747,158.609118380939,21.4463651317747
6338,150.682555,-29.84982284,1778560.14607398,-3376761.55221418,35,7.13268084655035,118.495886146591,7.13268084655035
6341,150.6040622,-29.84840225,1771163.83056124,-3375513.50224084,34,2.62847514119601,126.757283282586,2.62847514119601
6343,150.6081949,-29.88640052,1770936.1642056,-3379785.89776548,39,6.38947436223432,76.4793740277409,6.38947436223432
6346,150.594299,-29.83092283,1770525.14583779,-3373439.15136971,40,6.50398310729101,130.958245593467,6.50398310729101
6348,150.5927308,-29.8790108,1769595.00861808,-3378751.88672222,47,14.1078011061227,86.9709736288436,14.1078011061227
6355,150.5883119,-29.84886406,1769667.4474994,-3375346.46676901,33,-2.34551126603034,130.151125572249,2.34551126603034
6357,149.1323262,-30.64109675,1620048.17831039,-3443963.41617177,24,-1.04646320620984,89.8045189967315,1.04646320620984
6358,149.1188771,-30.69456584,1617983.65910917,-3449730.29691866,21.47230968,-5.38465978603535,112.083919780665,5.38465978603535
6360,149.146991,-30.65463884,1621223.51434164,-3445653.19137372,2,-28.3941751601463,95.2982232961505,28.3941751601463
6361,149.1381092,-30.68294772,1619964.56634618,-3448683.94226999,37,9.70895833234236,114.920168585788,9.70895833234236
6363,149.1537864,-30.66794,1621662.63367394,-3447216.3950058,20,-5.62206174277733,102.534811425982,5.62206174277733
6367,151.5497078,-29.23869139,1870927.16849274,-3321382.52285445,60,18.28623692198,454.790645558401,18.28623692198
6370,151.5241462,-29.23897113,1868495.20772941,-3321039.43537986,90,37.644463797958,520.582632529681,37.644463797958
6371,151.5066494,-29.24007628,1866814.9202965,-3320906.15350579,56,3.32859902883632,527.489910835236,3.32859902883632
6375,151.5830398,-29.22479969,1874329.95856901,-3320331.33064893,60,21.286637888615,342.4828900228,21.286637888615
6378,151.5399855,-29.27340935,1869410.78750584,-3325088.4311964,105,53.3100396118573,429.365186125138,53.3100396118573
6381,151.502642,-29.25280554,1866217.3008099,-3322258.62404743,41,-11.7582915828227,474.151492122501,11.7582915828227
6382,151.5774836,-29.25535961,1873279.16797625,-3323637.05750902,55,2.40641701125199,355.285449383446,2.40641701125199
6384,151.533874,-29.24007984,1869399.97252393,-3321304.63955853,73,21.9518716114527,472.35928555879,21.9518716114527
6385,151.5094252,-29.2395207,1867087.97874857,-3320885.13238603,89,36.3248531293777,527.489910835236,36.3248531293777
6390,151.5463656,-29.28730374,1869778.92531599,-3326721.87550974,72,21.2326512142903,360.841052172182,21.2326512142903
6393,151.5080407,-29.24063325,1866937.53189723,-3320988.22359357,78,23.483926415862,527.489910835236,23.483926415862
6394,151.5433139,-29.27312984,1869731.50813134,-3325106.15732133,63,13.773710236342,392.887929887019,13.773710236342
6395,151.5510899,-29.27202324,1870488.55021174,-3325097.32649543,78,28.1912825630353,347.377147177705,28.1912825630353
6398,151.5632559,-29.28048899,1871498.56326427,-3326213.84208814,45,8.0225773484265,335.932076983676,8.0225773484265
6399,151.5824781,-29.23869095,1874038.74851018,-3321862.77981745,63,10.4599229897447,398.286373870133,10.4599229897447
6402,151.5652227,-29.27453617,1871787.08538257,-3325582.85159367,39,-0.462767705989478,320.208287318629,0.462767705989478
6403,151.5822056,-29.23979803,1873993.91784065,-3321981.48956929,33,-13.582135919303,398.286373870133,13.582135919303
6405,141.4621101,-33.11016502,876170.410484057,-3643897.52038226,9.797958971,-1.29219936153584,51.3728773071818,1.29219936153584
6407,141.4662774,-33.07932775,876810.563969372,-3640491.26620716,8.98146239,-1.9692076103204,52.3396462983925,1.9692076103204
6412,141.4118401,-33.11655607,871471.427642059,-3644265.54753801,8.164965809,-2.03451232390324,49.5755761478118,2.03451232390324
6413,141.4640616,-33.03682392,876957.083645709,-3635741.42329035,14.69693846,4.46606578091533,51.4437591789949,4.46606578091533
6414,141.4146097,-32.98710688,872792.002964379,-3629864.12000732,10.61445555,-2.46906455294908,48.5084772506881,2.46906455294908
6415,141.4790557,-32.99349723,878702.692732909,-3631017.81890914,4.082482905,-7.4298271624247,51.4437591789949,7.4298271624247
6416,141.4048866,-32.97905658,871958.387165109,-3628900.83481546,7.348469228,-6.46782964233865,15.8369992241546,6.46782964233865
6419,141.4046092,-32.98627373,871873.416854472,-3629703.01386064,14.69693846,0.722667918551556,15.8369992241546,0.722667918551556
6420,141.399336,-33.01793386,871125.462497876,-3633194.2288045,16.32993162,3.99377762693361,48.0319418863693,3.99377762693361
6421,141.4998835,-33.08988643,879829.972821098,-3641898.40635793,9.797958971,-2.62113584287659,51.3037110188584,2.62113584287659
6427,141.4351649,-33.04266487,874236.198686247,-3636194.04264589,13.88044188,2.03828270309918,51.4437591789949,2.03828270309918
6430,141.4815594,-33.07405604,878267.116620786,-3640009.02595433,9.797958971,-7.29126881202216,52.8908857687286,7.29126881202216
6431,151.1122393,-29.98419731,1816918.18373864,-3397708.46769118,27,-7.22527256685327,112.417755740729,7.22527256685327
6433,151.2507188,-30.06590486,1828608.39847907,-3408740.93861653,15,-11.215794967936,87.6669776743839,11.215794967936
6440,140.43837,-33.0631,781867.596347513,-3632010.31117358,15.65247584,-0.590009452661432,14.4451963168936,0.590009452661432
6449,150.0423489,-29.99937856,1715666.12228048,-3384600.54399874,33,-11.264877030143,174.42149810466,11.264877030143
6451,150.0280719,-29.93397924,1715348.72345182,-3377149.94572666,9,-22.0541452290181,107.547979991774,22.0541452290181
6452,149.6468915,-30.39578331,1672185.79891299,-3423357.50009341,26,2.73955170795731,83.6590014195048,2.73955170795731
6457,149.7250289,-30.46057342,1678538.30755225,-3431573.75408748,20,-9.641798302595,81.9634282728526,9.641798302595
6458,149.7503213,-30.46220683,1680892.69421552,-3432087.5852885,28.62974624,-1.81995620962932,128.740547183026,1.81995620962932
6460,149.7741034,-30.48177871,1682826.06848078,-3434572.84958452,23.85812186,-12.033527903727,150.053183252045,12.033527903727
6461,149.766408,-30.48766021,1682010.81886037,-3435124.25319204,31,-3.83585574141935,150.049085644335,3.83585574141935
6462,144.15657,-32.61116,1130299.25437227,-3609496.67428545,9,-3.97902514690183,32.7729166717586,3.97902514690183
6464,150.6897608,-30.22600914,1773093.81041727,-3418583.00647154,35,-8.34981278818133,117.078545573369,8.34981278818133
6467,150.5867386,-30.2603768,1762830.90270894,-3420968.55247214,54,14.6066190604534,108.298063472011,14.6066190604534
6469,150.5910771,-30.25206788,1763374.51950809,-3420106.95860816,43,4.193686531966,110.33617724047,4.193686531966
6472,148.1936496,-31.30034963,1522440.58820419,-3505637.9110194,20,5.88451839357851,100.75611643263,5.88451839357851
6474,148.154419,-31.2858942,1518976.17189746,-3503565.2143078,12,-2.55615031968187,39.8268239569729,2.55615031968187
6475,148.1918076,-31.30175611,1522248.43422961,-3505772.19072823,20,3.96854010403411,40.0807527827947,3.96854010403411
6476,148.1440486,-31.26922412,1518241.51740699,-3501590.1348826,14,-1.7530812853605,39.8268239569729,1.7530812853605
6481,150.2081141,-29.86374458,1733482.4125388,-3371784.90656054,21,-18.2311533435503,138.541857210718,18.2311533435503
6487,150.1797647,-29.84632961,1731078.60438022,-3369467.76608517,20,-13.8391329628766,84.2270625013612,13.8391329628766
6492,150.1256724,-29.83022676,1726217.87923351,-3366948.62731642,17,-11.5711160658057,73.8486092537349,11.5711160658057
6500,150.1215707,-29.82074173,1725980.21319582,-3365840.44292179,30,1.56022781012301,75.1072527087729,1.56022781012301
6501,150.1298557,-29.83188711,1726587.27378907,-3367189.44232782,26,-0.834355227634013,73.8486092537349,0.834355227634013
6503,150.1645778,-29.8287976,1729920.8082222,-3367316.2536594,23,-11.6829006761817,80.1405145434754,11.6829006761817
6507,150.1582905,-29.84552829,1729060.35206569,-3369088.02751799,35,-0.144457591708665,82.6253215072311,0.144457591708665
6508,150.1614715,-29.84316157,1729398.8034951,-3368868.40944744,29,-3.83958076770933,82.6253215072311,3.83958076770933
6509,150.1101176,-29.87577791,1724024.90989775,-3371794.36516493,37,1.75236842803466,68.9418232304173,1.75236842803466
6510,150.1261906,-29.83242287,1726232.08138971,-3367199.37928345,21,-8.77178020738899,73.8486092537349,8.77178020738899
6511,150.125555,-29.82283078,1726324.02730349,-3366126.14547148,39,10.5773429563497,75.1072527087728,10.5773429563497
6512,150.1644424,-29.84676097,1729622.60948888,-3369308.11215192,36,4.37077595280499,82.6253215072311,4.37077595280499
6513,150.1385421,-29.80047488,1727907.3116504,-3363820.38289594,26,-6.61990981371734,70.0155100228309,6.61990981371734
6516,150.1077634,-29.87989305,1723737.12601944,-3372219.34050066,22,-14.0779435689577,68.5719269140476,14.0779435689577
6518,150.1562005,-29.851003,1728775.74176338,-3369667.36348293,48,22.2317884726583,82.2620897242318,22.2317884726583
6519,150.1632937,-29.84633727,1729520.69899412,-3369245.53616424,24,-4.71329115925733,82.6253215072311,4.71329115925733
6520,150.1230549,-29.8017327,1726421.95070229,-3363750.61675933,42,10.2355900565603,70.015510022831,10.2355900565603
6528,150.1595912,-29.84489789,1729193.3841766,-3369035.66600091,39,7.179891933338,82.6253215072311,7.179891933338
6533,150.1552502,-29.84985512,1728704.09465395,-3369527.10496235,32,3.454291506672,82.2620897242318,3.454291506672
6538,150.1683195,-29.84539214,1730011.0476478,-3369208.68763859,27,5.96860371596934,82.6253215072311,5.96860371596934
6540,150.1268468,-29.7949788,1726887.82797029,-3363052.22209803,40,6.71221381089068,65.0533801532062,6.71221381089068
6541,150.1594537,-29.84865594,1729120.69051664,-3369450.89779982,28,-0.0818860755450075,82.6253215072311,0.0818860755450075
6543,150.2498119,-29.88012512,1737163.74233912,-3374169.14154499,30,-8.82813526454102,138.632491004126,8.82813526454102
6551,150.2460115,-29.87501499,1736885.99954872,-3373550.38144568,30,-9.04640619835001,138.632491004126,9.04640619835001
6554,150.2502103,-29.85618671,1737583.50170139,-3371518.02474574,41,7.79721800958366,140.044918076009,7.79721800958366
6561,150.0615039,-30.19914386,1714320.11735167,-3407027.84749924,27,-14.4981089566984,101.759955889681,14.4981089566984
6566,150.0370869,-30.21881289,1711707.75640502,-3408883.17558976,31,-5.39405567706296,120.9168614832,5.39405567706296
6568,150.095737,-30.21531092,1717291.81509769,-3409281.65490756,38,2.70818621039666,94.5373222440732,2.70818621039666
6570,150.0380033,-30.17784542,1712440.34976134,-3404349.09407836,33,-1.94403862796801,103.493061659469,1.94403862796801
6574,150.0363228,-30.17850184,1712271.5193257,-3404399.41702284,26,-11.5431030107873,103.493061659469,11.5431030107873
6576,150.0382182,-30.09810987,1713718.40595372,-3395502.943887,36,5.55207480963032,82.6116772097954,5.55207480963032
6577,150.0615459,-30.15579325,1715008.77130329,-3402217.63449845,37,3.11196405156932,94.8719624541608,3.11196405156932
6581,150.0355047,-30.10249468,1713393.16542469,-3395953.18736719,14,-15.539870599156,132.998040592699,15.539870599156
6582,150.0891169,-30.14529739,1717775.26167432,-3401423.28022764,21,-12.9013933405907,71.6531130439666,12.9013933405907
6586,150.0672201,-30.20489043,1714768.26325518,-3407742.26612925,44,0.732463706095309,94.2942599066444,0.732463706095309
6589,150.0977774,-30.14649942,1718573.14760927,-3401673.14641854,36,5.23022986568032,95.2392680551819,5.23022986568032
6595,150.0969188,-30.14782419,1718471.19560909,-3401808.60883798,33,1.01914063756233,95.2392680551819,1.01914063756233
6596,150.094006,-30.14877877,1718181.3459412,-3401875.36292577,34,0.293970620500993,86.4646822704887,0.293970620500993
6603,150.0841855,-30.14432206,1717325.52363444,-3401248.74690963,47,13.8324331490437,71.5121141920004,13.8324331490437
6606,150.0933505,-30.14353347,1718202.51014461,-3401284.46440861,28,-1.30226920359967,71.6531130439666,1.30226920359967
6613,151.0448236,-29.66807887,1815820.86993843,-3361701.72232632,29,-9.00347795450035,55.8828088345016,9.00347795450035
6615,151.0092621,-29.574746,1814006.83487975,-3350846.77021851,44,5.840863215167,56.2832849523882,5.840863215167
6616,150.9806834,-29.60112838,1810861.84124832,-3353367.06113278,32,-1.14959683429533,59.7359374685905,1.14959683429533
6617,150.9889538,-29.60264344,1811619.90661285,-3353652.33009618,31,-5.430600470122,59.7359374685905,5.430600470122
6627,151.0484631,-29.66170046,1816271.54476093,-3361046.18394949,37,-0.860736577756676,53.2690895864869,0.860736577756676
6628,151.0626234,-29.5563899,1819367.1727044,-3349570.00338379,25,-8.78193228916433,45.2185316656833,8.78193228916433
6629,144.24879,-32.65995,1138325.46675063,-3615744.21646928,9,-7.06710722989551,33.2313083962147,7.06710722989551
6634,151.1434662,-29.89215423,1821405.02137398,-3387949.55275703,30,-4.16269241003501,123.968561847662,4.16269241003501
6635,151.1483994,-29.89807006,1821771.83363656,-3388675.70426478,41,6.63766003818733,123.76565008617,6.63766003818733
6638,151.1528915,-29.90299577,1822113.52349755,-3389285.81202128,38,6.99177777217767,123.76565008617,6.99177777217767
6639,151.1645741,-29.84492871,1824189.53685145,-3383015.39077995,17,-16.3435379453985,92.1916381978178,16.3435379453985
6640,151.1506778,-29.90342489,1821897.31790667,-3389301.81150203,48,16.3384980151023,123.76565008617,16.3384980151023
6642,151.1525621,-29.89077524,1822287.04999602,-3387926.39285906,35,3.969186430424,128.696175047025,3.969186430424
6644,151.1110397,-29.92083538,1817863.64887495,-3390667.25765223,18,-13.705377873714,66.1481432045974,13.705377873714
6647,151.1561176,-29.85567383,1823210.68144054,-3384085.8622892,14,-18.6115836325415,85.3915186885341,18.6115836325415
6648,151.1129403,-29.91616202,1818121.17752737,-3390176.21523149,19,-14.680020912594,66.1481432045974,14.680020912594
6649,151.1928086,-29.84464098,1826861.646178,-3383386.94200823,33,-3.275375473621,96.8237730295888,3.275375473621
6651,151.1910894,-29.84240691,1826736.7221744,-3383114.70162185,43,3.16841553847565,92.1916381978178,3.16841553847565
6653,151.193061,-29.84350822,1826904.49793079,-3383264.97963683,47,10.3268765559623,96.8237730295888,10.3268765559623
6654,146.6817192,-31.75917336,1375065.96867944,-3539482.51830181,11,-5.832284015217,144.049711771638,5.832284015217
6657,146.6696301,-31.75579537,1373982.02038555,-3538976.89276156,13,-2.86589265016599,144.049711771638,2.86589265016599
6658,139.86825,-33.04028,729268.545726593,-3626094.69603758,7.155417528,-6.66249967909873,15.5007797341871,6.66249967909873
6661,141.0035019,-33.07516554,834051.701270025,-3636928.90764148,12.24744871,-3.30677146911835,20.1140968028463,3.30677146911835
6666,141.0140624,-33.12127627,834665.284099761,-3642135.26876607,21.2289111,4.22786131233157,18.8463880991865,4.22786131233157
6667,140.92959,-32.98677,827905.574409373,-3626598.26374324,16.99411663,0.483114135331711,20.4771623161969,0.483114135331711
6670,141.3107238,-33.04488584,862708.325304402,-3635595.5232133,20.41241452,6.93856299726412,13.8053759919802,6.93856299726412
6677,141.3307186,-32.9843263,865051.346383757,-3628983.74845094,11.43095213,-2.31676980308448,11.4237534757276,2.31676980308448
6680,141.319606,-32.98349829,864029.667729178,-3628816.29427017,11.43095213,-2.72710340373109,13.1949746486275,2.72710340373109
6687,141.3321116,-33.0390578,864734.054843175,-3635090.84487294,17.96292478,3.86187015654938,46.7770211536399,3.86187015654938
6691,141.2679479,-33.04155728,858778.73795021,-3634936.49859291,9.797958971,-1.91337313652431,13.8132122742746,1.91337313652431
6693,141.274886,-33.05822066,859285.490498687,-3636839.56930195,13.06394529,0.955535901326261,13.3826136326557,0.955535901326261
6696,141.3090594,-33.00682435,862863.90871017,-3631343.88163623,12.24744871,-3.88104612920916,14.0925057751342,3.88104612920916
6702,149.7334333,-30.36513901,1680808.92590561,-3421091.58628888,30,8.92305792820183,82.8318942877949,8.92305792820183
6706,150.9835675,-29.36197998,1815105.31176735,-3326885.26572951,32,-4.20881000233781,100.931483963909,4.20881000233781
6715,141.0543451,-33.11932593,838404.489040022,-3642181.75250207,18.77942136,3.89178874855946,24.3563571897364,3.89178874855946
6716,141.0348945,-33.07710913,836939.616463982,-3637350.75920459,17.96292478,2.05178865697611,20.1949712116533,2.05178865697611
6717,141.0701674,-33.06599939,840289.636811624,-3636344.48744288,15.51343504,-0.89308566186242,20.8262375382338,0.89308566186242
6718,141.063782,-33.10988633,839351.586645791,-3641192.07102679,18.77942136,3.74409516757674,20.9590535602765,3.74409516757674
6720,141.0668406,-33.11517058,839592.501802666,-3641800.8764499,17.1464282,2.95412945286156,24.3563571897364,2.95412945286156
6721,141.0721079,-33.10739222,840141.075610095,-3640968.93243628,12.24744871,-2.03735578098521,21.1234285211938,2.03735578098521
6723,148.9327102,-30.90267187,1597410.78498838,-3470495.71712701,9,-19.7758661434388,63.4159979392942,19.7758661434388
6726,149.7688942,-30.4239166,1683235.04312946,-3428082.37317998,46,15.3923445508443,92.0525563927005,15.3923445508443
6730,148.2803111,-31.2491013,1531273.33904526,-3500981.15600583,5,-7.6009196474858,79.2866054280155,7.6009196474858
6732,148.1990935,-31.21321927,1524183.49988193,-3496024.11553761,17,0.138428832121807,16.1346336065147,0.138428832121807
6733,148.1707134,-31.18886854,1521871.73570323,-3492980.63717787,8,-6.71746387695881,17.093786775043,6.71746387695881
6736,147.7401476,-31.50202218,1477248.8952398,-3522717.73060952,23,1.64987045420733,71.9122813573176,1.64987045420733
6738,148.0279972,-31.33680556,1506438.26070908,-3507723.94422215,12,-0.288045350592299,40.6579455890557,0.288045350592299
6740,146.7479977,-31.81476238,1380529.41020882,-3546377.14582938,15,2.30244236645511,128.746684464993,2.30244236645511
6746,146.712208,-31.78521145,1377574.04521764,-3542705.73503894,14,-1.49113079400981,77.8274458209012,1.49113079400981
6752,146.7318968,-31.76676823,1379646.91163283,-3540867.84604652,24,9.52794290989833,126.374861288901,9.52794290989833
6757,146.7499743,-31.8026948,1380869.18392591,-3545057.03181618,10,-3.37244922828013,128.746684464993,3.37244922828013
6762,149.3479762,-30.51380396,1642246.48809473,-3432582.50635707,30,4.371742244419,82.8429432471066,4.371742244419
6766,149.3701053,-30.54730976,1643819.49571699,-3436587.1782827,10,-23.520882100824,93.0690225570595,23.520882100824
6768,149.3546703,-30.53951684,1642486.06754587,-3435523.44013412,23,-9.66215079883695,93.0690225570595,9.66215079883695
6778,150.7924613,-30.36628664,1780462.3971264,-3435565.03672543,50,9.79710966713301,128.345673042558,9.79710966713301
6784,151.1345441,-29.11185636,1833619.01077871,-3301300.59926577,17,-8.22993704771366,49.3152834056377,8.22993704771366
6787,151.1311967,-29.09144965,1833642.10436458,-3298989.36457858,7,-16.6900612645849,46.1217225977775,16.6900612645849
6789,151.1267675,-29.04666833,1833969.92501051,-3293959.26452627,13,-14.1654591146265,61.6613276791619,14.1654591146265
6794,150.1075617,-30.47258902,1714333.16098427,-3437986.64225346,26,2.89504608583333,64.9229508163915,2.89504608583333
6805,150.8448414,-29.89615571,1793134.45231387,-3384168.79138613,29,-9.18762217728633,105.162549069993,9.18762217728633
6807,150.8278072,-29.90198374,1791429.41598508,-3384576.13085407,23,-9.542398529983,93.7751299520761,9.542398529983
6809,150.9181547,-29.92567073,1799571.22372941,-3388472.57141302,51,6.14995336044597,143.895257849226,6.14995336044597
6816,150.8509408,-29.90238088,1793607.9994437,-3384944.75576165,42,4.97452299330566,99.3650412969316,4.97452299330566
6817,150.8379513,-29.8982983,1792448.30914691,-3384309.70884726,37,2.18803485510664,107.122029389791,2.18803485510664
6821,150.8365018,-29.90164856,1792256.20886157,-3384660.90664459,30,-7.09474245989436,107.122029389791,7.09474245989436
6822,150.8370126,-29.9027029,1792287.09198147,-3384784.99558105,51,14.7123894152296,107.122029389791,14.7123894152296
6825,150.8386719,-29.89609082,1792552.73940602,-3384075.0164463,46,9.21227846136132,107.122029389791,9.21227846136132
6829,150.8473118,-29.90164506,1793277.34638492,-3384812.21270459,27,-8.319354354872,98.8599654906542,8.319354354872
6830,150.9148777,-29.90375902,1799624.16415802,-3385996.71682914,57,17.6681565852277,133.374597723601,17.6681565852277
6833,147.0385917,-31.74522222,1408520.75883899,-3541819.53648807,14,-8.23728903538041,101.366076966328,8.23728903538041
6835,147.0086222,-31.82011398,1404744.37690405,-3549812.98256123,53,30.5793135467304,122.21132902063,30.5793135467304
6836,142.9138811,-33.08934716,1010494.22431989,-3652299.50140941,12.72433166,-1.60958551025946,17.7290958492078,1.60958551025946
6838,146.7931216,-31.7827343,1385148.6014555,-3543305.23794624,14,-0.370508375340629,122.973901326569,0.370508375340629
6839,146.8185263,-31.74887701,1387955.21306003,-3539817.2493172,10,-3.80928048664304,110.981014221234,3.80928048664304
6841,150.496922,-30.18778369,1755546.10226268,-3411680.50496091,34,-9.18547893321766,146.708791381392,9.18547893321766
6844,150.5150099,-30.19395487,1757150.89924622,-3412613.66064822,42,-1.17312897199768,181.936159924125,1.17312897199768
6847,150.5117564,-30.19161106,1756882.22771229,-3412308.94974476,38,-4.695610380755,146.708791381392,4.695610380755
6848,150.5773367,-30.20738052,1762806.23164666,-3414961.33524975,25,-15.7559661246213,177.19378424563,15.7559661246213
6850,151.1576015,-30.2568103,1816632.92720194,-3428570.39086007,40,6.99857049189266,145.204405745084,6.99857049189266
6852,151.1725642,-30.26505637,1817902.9266447,-3429697.10905321,52,21.6282095592453,151.833372262061,21.6282095592453
6856,149.4240763,-30.50149591,1649593.41189105,-3432196.40636919,26,0.366696738090827,92.378669205697,0.366696738090827
6858,149.4032292,-30.51109154,1647485.95085559,-3432992.74003504,24,-13.2883961298587,102.277622094468,13.2883961298587
6863,149.4378606,-30.52541205,1650525.62313698,-3435029.63092065,26,-14.1495664804245,87.7220591067943,14.1495664804245
6864,149.4136279,-30.53181659,1648148.6630494,-3435427.81718706,27,-1.97219675821966,100.298536364896,1.97219675821966
6868,149.3998298,-30.50078118,1647323.01348972,-3431804.19655949,13,-15.813407336475,94.6120565198648,15.813407336475
6870,149.400624,-30.52631124,1647009.27347036,-3434648.89854834,42,11.7336033692773,100.298536364896,11.7336033692773
6874,149.4456739,-30.58477836,1650354.95566445,-3441721.15662443,25.44866332,-9.59695152549289,94.9105511418593,9.59695152549289
6875,149.421971,-30.50985146,1649268.03969237,-3433096.87950933,13,-19.348005881306,94.4896062321378,19.348005881306
6878,147.8585419,-31.40779298,1489609.73512619,-3513623.4294008,13,-0.666621212676867,56.7646134323413,0.666621212676867
6879,147.8641321,-31.44384397,1489632.20639086,-3517693.83157403,20,5.57956953532743,56.8899247389563,5.57956953532743
6883,149.6033787,-30.41883561,1667733.91263535,-3425347.69593782,9,-12.5603939315947,68.8765459282299,12.5603939315947
6887,149.6065572,-30.41548005,1668084.79596315,-3425016.69586399,11,-9.96415664011873,73.8330608854412,9.96415664011873
6890,149.5892705,-30.42372686,1666330.53660032,-3425706.57913867,14,-4.56783195405267,68.8765459282299,4.56783195405267
6893,149.5995881,-30.41835198,1667384.51137411,-3425244.53098289,16,-4.95176890952434,68.8765459282299,4.95176890952434
6895,148.39645,-31.31436111,1541201.84483512,-3509625.7335942,24,7.49904735672063,97.9860555409599,7.49904735672063
6897,149.2876447,-30.52271614,1636435.43721283,-3432797.89623747,13,-14.452054327189,96.7333953947,14.452054327189
6904,149.2047107,-30.60035211,1627464.55714403,-3440359.05943274,41,12.2504836664763,90.2147513862982,12.2504836664763
6908,149.1668308,-30.58417425,1624145.81565114,-3438080.57576736,26,0.666955121450318,88.8746631185954,0.666955121450318
6909,149.2039996,-30.5809159,1627690.09872662,-3438191.79624066,34,6.98708309588302,89.5861951189212,6.98708309588302
6910,149.1877831,-30.58118959,1626160.99581057,-3438015.67588546,26,0.254619834984833,95.2414469760183,0.254619834984833
6913,149.2521082,-30.59281982,1632034.46425483,-3440127.33530057,17,-8.86110229218865,103.027924341388,8.86110229218865
6917,149.5751008,-30.3989584,1665377.30750232,-3422772.2163044,20,-2.59216280510718,77.9931155329703,2.59216280510718
6921,149.5610462,-30.45522103,1663189.93025769,-3428834.9745209,17,-6.798253941244,84.3891956834587,6.798253941244
6922,149.5445943,-30.47474583,1661342.05467622,-3430788.37716188,34,7.80181101336351,72.2376776900819,7.80181101336351
6924,149.5690765,-30.39459436,1664877.11052694,-3422209.2252459,24,1.66127408624932,77.9931155329703,1.66127408624932
6928,149.5665261,-30.39852296,1664576.60549141,-3422612.12633313,20,-2.34255278756801,77.9931155329703,2.34255278756801
6929,149.5786173,-30.31653265,1666975.51727597,-3413667.37656181,27,4.97448914663266,80.686336492113,4.97448914663266
6930,149.5605601,-30.48000724,1662763.57642863,-3431580.15327817,16.7006853,-10.5800286171862,63.8858809500645,10.5800286171862
6933,149.587049,-30.4061813,1666391.24994957,-3423729.85208656,28,6.04584829133283,77.9931155329704,6.04584829133283
6934,149.5627998,-30.4056405,1664116.42099306,-3423353.73576857,32,12.0069223726323,77.9931155329703,12.0069223726323
6935,149.579019,-30.3318581,1666777.76581348,-3415374.05248159,42,21.8559647677785,74.2305835961385,21.8559647677785
6936,149.5215649,-30.5056076,1658702.19660757,-3433915.12956121,35,7.675066477205,71.5196369504527,7.675066477205
6940,150.9971562,-29.86322702,1808067.99180919,-3382664.1473761,47,3.37023108221767,78.7834783108153,3.37023108221767
6945,150.1951739,-29.92938504,1731214.23163572,-3378894.06996343,33,-0.630677720420643,143.258597211691,0.630677720420643
6947,150.1655462,-29.92649362,1728460.2245733,-3378172.0208715,31,-1.72134476156632,132.236198543195,1.72134476156632
6956,150.2554498,-29.88824495,1737567.10502942,-3375146.88799516,55,11.884096801641,134.342305802418,11.884096801641
6958,150.2086043,-29.91936126,1732643.05845694,-3377963.7437092,70,35.245384797892,130.582084624332,35.245384797892
6960,150.150369,-29.91015081,1727285.27140412,-3376153.00039014,29,0.612227056698011,131.348248481666,0.612227056698011
6965,150.1493287,-29.91577425,1727097.67426994,-3376763.04245788,34,4.41938443814102,133.079001812898,4.41938443814102
6966,150.2088504,-29.91574071,1732723.9751407,-3377565.28956794,33,-1.63854127207468,130.582084624332,1.63854127207468
6969,150.1799686,-29.90450782,1730172.8267507,-3375927.26016566,22,-5.87109542343133,120.48142624973,5.87109542343133
6979,148.7050283,-31.21800856,1571449.8449072,-3502685.6405549,14,-2.30671561867873,145.195454355085,2.30671561867873
